     t     ,   ref   ,   pj0    ,    vj0    ,    tj0    ,    pj1    ,    vj1    ,    tj1    ,    pj2    ,    vj2    ,    tj2    ,    pj3    ,    vj3    ,    tj3    ,    pj4    ,    vj4    ,    tj4    ,    pj5    ,    vj5    ,    tj5    
  10.25151,    0.00000,    0.00001,    0.00000,    0.00000,   -1.57081,    0.00000,    0.85097,    0.00008,    0.00000,   -1.29945,   -1.57081,    0.00000,    0.09705,   -0.00005,    0.00000,   -0.08697,   -0.00001,    0.00000,   -0.12207
  10.25251,    0.00000,    0.00000,    0.00000,    0.08701,   -1.57081,    0.00000,    0.79228,    0.00004,    0.00000,   -1.39941,   -1.57084,    0.00000,    0.08683,   -0.00006,    0.00000,   -0.08186,   -0.00001,    0.00000,   -0.15768
  10.25351,    0.00000,    0.00000,    0.00000,    0.05801,   -1.57080,    0.00000,    0.96834,    0.00005,    0.00000,   -1.21377,   -1.57084,    0.00000,    0.09705,   -0.00002,    0.00000,   -0.07163,    0.00001,    0.00000,   -0.12207
  10.25451,    0.00000,    0.00001,    0.00000,   -0.02900,   -1.57082,    0.00000,    0.90965,    0.00006,    0.00000,   -1.38513,   -1.57083,    0.00000,    0.08173,   -0.00002,    0.00000,   -0.08186,    0.00000,    0.00000,   -0.17802
  10.25551,    0.00000,    0.00001,    0.00000,    0.02900,   -1.57078,    0.00000,    0.90965,    0.00004,    0.00000,   -1.51364,   -1.57084,    0.00000,    0.10727,   -0.00005,    0.00000,   -0.05628,    0.00000,    0.00000,   -0.16785
  10.25651,    0.00000,    0.00002,    0.00000,   -0.02900,   -1.57081,    0.00000,    0.96834,    0.00002,    0.00000,   -1.51364,   -1.57084,    0.00000,    0.10216,   -0.00005,    0.00000,   -0.07674,    0.00001,    0.00000,   -0.13225
  10.25751,    0.00000,    0.00002,    0.00000,    0.00000,   -1.57080,    0.00000,    0.82162,    0.00004,    0.00000,   -1.71356,   -1.57084,    0.00000,    0.07662,   -0.00004,    0.00000,   -0.08186,   -0.00001,    0.00000,   -0.14242
  10.25852,    0.00000,   -0.00002,    0.00000,   -0.05801,   -1.57083,    0.00000,    0.82162,    0.00006,    0.00000,   -1.29945,   -1.57083,    0.00000,    0.10727,   -0.00005,    0.00000,   -0.05628,    0.00000,    0.00000,   -0.18311
  10.25952,    0.00000,    0.00005,    0.00000,    0.00000,   -1.57080,    0.00000,    0.85097,    0.00005,    0.00000,   -1.42797,   -1.57084,    0.00000,    0.08683,   -0.00006,    0.00000,   -0.09209,   -0.00001,    0.00000,   -0.15768
  10.26052,    0.00000,    0.00002,    0.00000,    0.00000,   -1.57081,    0.00000,    0.82162,    0.00004,    0.00000,   -1.22805,   -1.57082,    0.00000,    0.10216,   -0.00004,    0.00000,   -0.06651,    0.00000,    0.00000,   -0.13733
  10.26152,    0.00000,    0.00002,    0.00000,   -0.02900,   -1.57082,    0.00000,    0.88031,    0.00004,    0.00000,   -1.29945,   -1.57086,    0.00000,    0.13280,   -0.00006,    0.00000,   -0.07674,   -0.00001,    0.00000,   -0.11190
  10.26252,    0.00000,    0.00005,    0.00000,   -0.02900,   -1.57081,    0.00000,    0.90965,    0.00004,    0.00000,   -1.28517,   -1.57086,    0.00000,    0.12770,   -0.00006,    0.00000,   -0.08697,   -0.00001,    0.00000,   -0.14751
  10.26352,    0.00000,    0.00004,    0.00000,   -0.02900,   -1.57081,    0.00000,    0.90965,    0.00004,    0.00000,   -1.34229,   -1.57084,    0.00000,    0.10216,   -0.00004,    0.00000,   -0.07163,    0.00000,    0.00000,   -0.15768
  10.26452,    0.00000,    0.00002,    0.00000,    0.11602,   -1.57080,    0.00000,    0.85097,   -0.00001,    0.00000,   -1.04242,   -1.57082,    0.00000,    0.13280,   -0.00004,    0.00000,   -0.07163,    0.00001,    0.00000,   -0.14242
  10.26552,    0.00000,    0.00000,    0.00000,    0.02900,   -1.57081,    0.00000,    0.82162,    0.00005,    0.00000,   -1.17093,   -1.57081,    0.00000,    0.05619,   -0.00005,    0.00000,   -0.07674,    0.00001,    0.00000,   -0.13733
  10.26652,    0.00000,    0.00001,    0.00000,    0.00000,   -1.57077,    0.00000,    0.93900,    0.00002,    0.00000,   -1.28517,   -1.57084,    0.00000,    0.12259,   -0.00002,    0.00000,   -0.11255,   -0.00002,    0.00000,   -0.17802
  10.26752,    0.00000,    0.00005,    0.00000,   -0.02900,   -1.57081,    0.00000,    0.82162,    0.00002,    0.00000,   -1.29945,   -1.57084,    0.00000,    0.12770,   -0.00001,    0.00000,   -0.11767,    0.00000,    0.00000,   -0.14751
  10.26852,    0.00000,    0.00002,    0.00000,    0.05801,   -1.57080,    0.00000,    0.88031,    0.00002,    0.00000,   -1.34229,   -1.57084,    0.00000,    0.11237,   -0.00006,    0.00000,   -0.09209,   -0.00005,    0.00000,   -0.16785
  10.26952,    0.00000,    0.00005,    0.00000,   -0.05801,   -1.57077,    0.00000,    0.85097,    0.00002,    0.00000,   -1.55648,   -1.57084,    0.00000,    0.14302,   -0.00005,    0.00000,   -0.09720,    0.00002,    0.00000,   -0.12716
  10.27052,    0.00000,    0.00005,    0.00000,   -0.02900,   -1.57078,    0.00000,    0.76293,   -0.00004,    0.00000,   -1.39941,   -1.57084,    0.00000,    0.11237,   -0.00002,    0.00000,   -0.07674,   -0.00002,    0.00000,   -0.14242
  10.27152,    0.00000,    0.00004,    0.00000,    0.00000,   -1.57082,    0.00000,    0.88031,    0.00008,    0.00000,   -1.41369,   -1.57083,    0.00000,    0.11748,   -0.00005,    0.00000,   -0.10232,    0.00002,    0.00000,   -0.13225
  10.27252,    0.00000,    0.00001,    0.00000,   -0.05801,   -1.57082,    0.00000,    0.90965,    0.00006,    0.00000,   -1.19949,   -1.57083,    0.00000,    0.11237,   -0.00002,    0.00000,   -0.08186,    0.00001,    0.00000,   -0.13733
  10.27352,    0.00000,   -0.00001,    0.00000,   -0.05801,   -1.57081,    0.00000,    0.93900,    0.00004,    0.00000,   -1.28517,   -1.57082,    0.00000,    0.12259,   -0.00002,    0.00000,   -0.05116,    0.00000,    0.00000,   -0.15768
  10.27452,    0.00000,    0.00001,    0.00000,   -0.05801,   -1.57083,    0.00000,    0.79228,    0.00005,    0.00000,   -1.45652,   -1.57083,    0.00000,    0.09705,   -0.00005,    0.00000,   -0.08186,   -0.00004,    0.00000,   -0.17802
  10.27552,    0.00000,    0.00000,    0.00000,   -0.05801,   -1.57083,    0.00000,    0.85097,    0.00002,    0.00000,   -1.52792,   -1.57082,    0.00000,    0.09194,   -0.00002,    0.00000,   -0.09209,    0.00001,    0.00000,   -0.13225
  10.27652,    0.00000,    0.00002,    0.00000,    0.02900,   -1.57081,    0.00000,    0.79228,    0.00005,    0.00000,   -1.45652,   -1.57083,    0.00000,    0.12259,   -0.00001,    0.00000,   -0.06651,    0.00000,    0.00000,   -0.12716
  10.27752,    0.00000,    0.00004,    0.00000,    0.00000,   -1.57081,    0.00000,    0.93900,    0.00004,    0.00000,   -1.08526,   -1.57086,    0.00000,    0.08683,   -0.00004,    0.00000,   -0.07674,    0.00000,    0.00000,   -0.13225
  10.27852,    0.00000,    0.00000,    0.00000,    0.02900,   -1.57078,    0.00000,    0.88031,    0.00007,    0.00000,   -1.27089,   -1.57081,    0.00000,    0.10216,   -0.00005,    0.00000,   -0.14837,    0.00001,    0.00000,   -0.13225
  10.27952,    0.00000,    0.00005,    0.00000,    0.00000,   -1.57078,    0.00000,    0.88031,    0.00005,    0.00000,   -1.22805,   -1.57081,    0.00000,    0.09705,   -0.00004,    0.00000,   -0.06139,    0.00000,    0.00000,   -0.16785
  10.28052,    0.00000,    0.00004,    0.00000,    0.00000,   -1.57081,    0.00000,    0.90965,    0.00004,    0.00000,   -1.38513,   -1.57082,    0.00000,    0.08683,   -0.00002,    0.00000,   -0.07674,   -0.00002,    0.00000,   -0.11699
  10.28152,    0.00000,    0.00006,    0.00000,    0.00000,   -1.57080,    0.00000,    0.96834,    0.00005,    0.00000,   -1.28517,   -1.57083,    0.00000,    0.12259,   -0.00006,    0.00000,   -0.11255,    0.00001,    0.00000,   -0.12207
  10.28253,    0.00000,    0.00004,    0.00000,    0.02900,   -1.57083,    0.00000,    0.93900,    0.00006,    0.00000,   -1.35657,   -1.57082,    0.00000,    0.10727,   -0.00004,    0.00000,   -0.08186,    0.00000,    0.00000,   -0.17802
  10.28353,    0.00000,    0.00001,    0.00000,    0.02900,   -1.57081,    0.00000,    0.90965,    0.00002,    0.00000,   -1.11381,   -1.57084,    0.00000,    0.09705,   -0.00005,    0.00000,   -0.05628,   -0.00002,    0.00000,   -0.12207
  10.28453,    0.00000,    0.00004,    0.00000,    0.00000,   -1.57081,    0.00000,    0.79228,    0.00001,    0.00000,   -1.35657,   -1.57083,    0.00000,    0.12259,   -0.00004,    0.00000,   -0.08697,    0.00002,    0.00000,   -0.12716
  10.28553,    0.00000,    0.00004,    0.00000,   -0.02900,   -1.57078,    0.00000,    0.82162,    0.00006,    0.00000,   -1.38513,   -1.57083,    0.00000,    0.10727,   -0.00006,    0.00000,   -0.05116,   -0.00002,    0.00000,   -0.17294
  10.28653,    0.00000,    0.00004,    0.00000,   -0.05801,   -1.57081,    0.00000,    0.90965,    0.00004,    0.00000,   -1.25661,   -1.57082,    0.00000,    0.08173,   -0.00005,    0.00000,   -0.09720,   -0.00004,    0.00000,   -0.13225
  10.28753,    0.00000,    0.00005,    0.00000,   -0.02900,   -1.57081,    0.00000,    0.76293,    0.00001,    0.00000,   -1.42797,   -1.57084,    0.00000,    0.11237,   -0.00005,    0.00000,   -0.07674,   -0.00001,    0.00000,   -0.15259
  10.28853,    0.00000,    0.00001,    0.00000,   -0.02900,   -1.57081,    0.00000,    0.93900,    0.00004,    0.00000,   -1.59932,   -1.57083,    0.00000,    0.05619,   -0.00005,    0.00000,   -0.13302,    0.00001,    0.00000,   -0.14751
  10.28953,    0.00000,    0.00002,    0.00000,    0.02900,   -1.57082,    0.00000,    0.93900,   -0.00001,    0.00000,   -1.17093,   -1.57082,    0.00000,    0.10216,   -0.00005,    0.00000,   -0.08186,    0.00000,    0.00000,   -0.14751
  10.29053,    0.00000,    0.00000,    0.00000,   -0.05801,   -1.57080,    0.00000,    0.85097,    0.00005,    0.00000,   -1.31373,   -1.57084,    0.00000,    0.09194,   -0.00004,    0.00000,   -0.12279,   -0.00001,    0.00000,   -0.14242
  10.29153,    0.00000,    0.00004,    0.00000,    0.08701,   -1.57080,    0.00000,    0.99769,    0.00004,    0.00000,   -1.35657,   -1.57081,    0.00000,    0.09705,   -0.00004,    0.00000,   -0.09209,    0.00000,    0.00000,   -0.14242
  10.29253,    0.00000,    0.00004,    0.00000,    0.02900,   -1.57080,    0.00000,    0.79228,    0.00004,    0.00000,   -1.51364,   -1.57083,    0.00000,    0.13280,   -0.00005,    0.00000,   -0.09720,    0.00000,    0.00000,   -0.14242
  10.29353,    0.00000,    0.00001,    0.00000,    0.02900,   -1.57082,    0.00000,    0.79228,    0.00007,    0.00000,   -1.42797,   -1.57083,    0.00000,    0.13280,   -0.00004,    0.00000,    0.00512,   -0.00001,    0.00000,   -0.15259
  10.29453,    0.00000,    0.00002,    0.00000,   -0.02900,   -1.57081,    0.00000,    0.88031,    0.00006,    0.00000,   -1.41369,   -1.57082,    0.00000,    0.11237,   -0.00005,    0.00000,   -0.08697,   -0.00002,    0.00000,   -0.17802
  10.29553,    0.00000,    0.00002,    0.00000,    0.05801,   -1.57081,    0.00000,    0.85097,    0.00004,    0.00000,   -1.29945,   -1.57081,    0.00000,    0.08683,   -0.00006,    0.00000,   -0.14837,   -0.00002,    0.00000,   -0.17802
  10.29653,    0.00000,    0.00002,    0.00000,   -0.05801,   -1.57080,    0.00000,    0.85097,    0.00006,    0.00000,   -1.72784,   -1.57084,    0.00000,    0.08683,   -0.00008,    0.00000,   -0.10232,    0.00002,    0.00000,   -0.11699
  10.29753,    0.00000,    0.00006,    0.00000,    0.02900,   -1.57080,    0.00000,    0.93900,    0.00005,    0.00000,   -1.32801,   -1.57082,    0.00000,    0.08173,   -0.00006,    0.00000,   -0.09209,   -0.00002,    0.00000,   -0.14751
  10.29853,    0.00000,    0.00001,    0.00000,    0.00000,   -1.57081,    0.00000,    0.90965,    0.00005,    0.00000,   -1.41369,   -1.57086,    0.00000,    0.10727,   -0.00005,    0.00000,   -0.08186,    0.00000,    0.00000,   -0.12716
  10.29953,    0.00000,    0.00002,    0.00000,    0.05801,   -1.57080,    0.00000,    0.82162,    0.00004,    0.00000,   -1.37085,   -1.57084,    0.00000,    0.08683,   -0.00002,    0.00000,   -0.07163,   -0.00002,    0.00000,   -0.15768
  10.30053,    0.00000,    0.00004,    0.00000,    0.00000,   -1.57080,    0.00000,    0.82162,    0.00001,    0.00000,   -1.44225,   -1.57084,    0.00000,    0.10216,   -0.00006,    0.00000,   -0.11767,    0.00002,    0.00000,   -0.16276
  10.30153,    0.00000,    0.00006,    0.00000,   -0.05801,   -1.57078,    0.00000,    0.90965,    0.00004,    0.00000,   -1.32801,   -1.57083,    0.00000,    0.10216,   -0.00002,    0.00000,   -0.07163,   -0.00004,    0.00000,   -0.14751
  10.30253,    0.00000,    0.00004,    0.00000,    0.00000,   -1.57083,    0.00000,    0.73359,    0.00004,    0.00000,   -1.32801,   -1.57083,    0.00000,    0.12259,   -0.00004,    0.00000,   -0.10232,    0.00000,    0.00000,   -0.15768
  10.30353,    0.00000,    0.00005,    0.00000,    0.00000,   -1.57081,    0.00000,    0.93900,    0.00005,    0.00000,   -1.11381,   -1.57084,    0.00000,    0.10216,   -0.00002,    0.00000,   -0.07674,    0.00000,    0.00000,   -0.12207
  10.30453,    0.00000,    0.00004,    0.00000,    0.02900,   -1.57080,    0.00000,    0.90965,    0.00006,    0.00000,   -1.39941,   -1.57082,    0.00000,    0.08173,   -0.00005,    0.00000,   -0.08697,   -0.00004,    0.00000,   -0.13225
  10.30553,    0.00000,    0.00006,    0.00000,    0.02900,   -1.57081,    0.00000,    0.85097,    0.00001,    0.00000,   -1.68500,   -1.57084,    0.00000,    0.10727,   -0.00005,    0.00000,   -0.08697,   -0.00001,    0.00000,   -0.16785
  10.30653,    0.00000,    0.00004,    0.00000,    0.05801,   -1.57080,    0.00000,    0.85097,    0.00005,    0.00000,   -1.42797,   -1.57082,    0.00000,    0.13791,   -0.00002,    0.00000,   -0.12279,    0.00005,    0.00000,   -0.13733
  10.30754,    0.00000,    0.00004,    0.00000,    0.02900,   -1.57080,    0.00000,    0.85097,    0.00002,    0.00000,   -1.42797,   -1.57083,    0.00000,    0.10727,   -0.00004,    0.00000,   -0.05628,    0.00000,    0.00000,   -0.14242
  10.30854,    0.00000,    0.00006,    0.00000,    0.02900,   -1.57081,    0.00000,    0.90965,    0.00007,    0.00000,   -1.41369,   -1.57083,    0.00000,    0.12770,   -0.00005,    0.00000,   -0.04093,    0.00000,    0.00000,   -0.17294
  10.30954,    0.00000,    0.00002,    0.00000,    0.00000,   -1.57082,    0.00000,    0.88031,    0.00004,    0.00000,   -1.32801,   -1.57083,    0.00000,    0.10216,   -0.00004,    0.00000,   -0.08186,   -0.00001,    0.00000,   -0.14242
  10.31054,    0.00000,    0.00005,    0.00000,    0.08701,   -1.57083,    0.00000,    0.82162,    0.00001,    0.00000,   -1.42797,   -1.57081,    0.00000,    0.12259,   -0.00005,    0.00000,   -0.08186,    0.00004,    0.00000,   -0.18311
  10.31154,    0.00000,    0.00001,    0.00000,    0.00000,   -1.57080,    0.00000,    0.85097,    0.00004,    0.00000,   -1.57076,   -1.57084,    0.00000,    0.12259,   -0.00004,    0.00000,   -0.08186,   -0.00001,    0.00000,   -0.13225
  10.31254,    0.00000,    0.00004,    0.00000,   -0.02900,   -1.57083,    0.00000,    0.88031,    0.00005,    0.00000,   -1.41369,   -1.57084,    0.00000,    0.10727,   -0.00005,    0.00000,   -0.03581,    0.00000,    0.00000,   -0.12207
  10.31354,    0.00000,    0.00005,    0.00000,    0.00000,   -1.57081,    0.00000,    0.90965,    0.00005,    0.00000,   -1.38513,   -1.57084,    0.00000,    0.10216,   -0.00006,    0.00000,   -0.05116,    0.00001,    0.00000,   -0.15259
  10.31454,    0.00000,    0.00004,    0.00000,    0.02900,   -1.57078,    0.00000,    0.88031,    0.00002,    0.00000,   -1.08526,   -1.57081,    0.00000,    0.08173,   -0.00005,    0.00000,   -0.06139,   -0.00004,    0.00000,   -0.12207
  10.31554,    0.00000,    0.00002,    0.00000,    0.00000,   -1.57077,    0.00000,    0.85097,    0.00004,    0.00000,   -1.39941,   -1.57084,    0.00000,    0.10727,   -0.00007,    0.00000,   -0.07163,    0.00001,    0.00000,   -0.12207
  10.31654,    0.00000,    0.00002,    0.00000,   -0.11602,   -1.57078,    0.00000,    0.85097,   -0.00002,    0.00000,   -1.27089,   -1.57083,    0.00000,    0.08173,   -0.00004,    0.00000,   -0.07163,    0.00000,    0.00000,   -0.16276
  10.31754,    0.00000,    0.00004,    0.00000,    0.05801,   -1.57081,    0.00000,    0.82162,    0.00002,    0.00000,   -1.55648,   -1.57084,    0.00000,    0.10727,   -0.00005,    0.00000,   -0.10744,   -0.00001,    0.00000,   -0.13225
  10.31854,    0.00000,    0.00001,    0.00000,    0.08701,   -1.57077,    0.00000,    0.90965,    0.00005,    0.00000,   -1.15665,   -1.57083,    0.00000,    0.08683,   -0.00005,    0.00000,   -0.07163,   -0.00005,    0.00000,   -0.14751
  10.31954,    0.00000,    0.00005,    0.00000,   -0.02900,   -1.57078,    0.00000,    0.88031,    0.00001,    0.00000,   -1.44225,   -1.57087,    0.00000,    0.09705,   -0.00002,    0.00000,   -0.10744,    0.00004,    0.00000,   -0.12207
  10.32054,    0.00000,    0.00002,    0.00000,    0.02900,   -1.57080,    0.00000,    0.88031,    0.00005,    0.00000,   -1.51364,   -1.57084,    0.00000,    0.11237,   -0.00006,    0.00000,   -0.07674,    0.00004,    0.00000,   -0.14751
  10.32154,    0.00000,    0.00002,    0.00000,   -0.02900,   -1.57078,    0.00000,    0.82162,    0.00005,    0.00000,   -1.17093,   -1.57081,    0.00000,    0.09705,   -0.00005,    0.00000,   -0.08186,   -0.00004,    0.00000,   -0.14242
  10.32254,    0.00000,    0.00001,    0.00000,    0.05801,   -1.57078,    0.00000,    0.93900,    0.00002,    0.00000,   -1.15665,   -1.57084,    0.00000,    0.13791,   -0.00005,    0.00000,   -0.06139,    0.00000,    0.00000,   -0.13225
  10.32354,    0.00000,    0.00002,    0.00000,   -0.05801,   -1.57081,    0.00000,    0.88031,    0.00006,    0.00000,   -1.29945,   -1.57087,    0.00000,    0.11748,   -0.00005,    0.00000,   -0.07163,   -0.00002,    0.00000,   -0.11699
  10.32454,    0.00000,    0.00001,    0.00000,   -0.05801,   -1.57083,    0.00000,    0.93900,    0.00001,    0.00000,   -1.34229,   -1.57084,    0.00000,    0.11748,    0.00000,    0.00000,   -0.08697,    0.00000,    0.00000,   -0.16276
  10.32554,    0.00000,    0.00001,    0.00000,    0.14502,   -1.57078,    0.00000,    0.82162,    0.00004,    0.00000,   -1.34229,   -1.57084,    0.00000,    0.10727,   -0.00006,    0.00000,   -0.07674,    0.00000,    0.00000,   -0.12207
  10.32654,    0.00000,    0.00004,    0.00000,    0.02900,   -1.57078,    0.00000,    0.85097,    0.00002,    0.00000,   -1.57076,   -1.57083,    0.00000,    0.13280,   -0.00004,    0.00000,   -0.07674,    0.00001,    0.00000,   -0.15259
  10.32754,    0.00000,    0.00001,    0.00000,    0.00000,   -1.57080,    0.00000,    0.82162,    0.00004,    0.00000,   -1.38513,   -1.57083,    0.00000,    0.12259,   -0.00005,    0.00000,   -0.14325,    0.00000,    0.00000,   -0.16276
  10.32854,    0.00000,    0.00002,    0.00000,    0.02900,   -1.57083,    0.00000,    0.88031,    0.00004,    0.00000,   -1.22805,   -1.57084,    0.00000,    0.07151,   -0.00002,    0.00000,   -0.06651,   -0.00001,    0.00000,   -0.16276
  10.32954,    0.00000,    0.00002,    0.00000,    0.02900,   -1.57081,    0.00000,    0.88031,    0.00002,    0.00000,   -1.37085,   -1.57081,    0.00000,    0.11748,   -0.00006,    0.00000,   -0.09209,    0.00000,    0.00000,   -0.11699
  10.33054,    0.00000,    0.00002,    0.00000,    0.02900,   -1.57082,    0.00000,    0.88031,    0.00004,    0.00000,   -1.07097,   -1.57084,    0.00000,    0.11237,   -0.00005,    0.00000,   -0.09209,    0.00001,    0.00000,   -0.13225
  10.33154,    0.00000,    0.00002,    0.00000,    0.02900,   -1.57080,    0.00000,    0.82162,    0.00000,    0.00000,   -1.49936,   -1.57086,    0.00000,    0.11237,   -0.00002,    0.00000,   -0.08697,    0.00000,    0.00000,   -0.14751
  10.33255,    0.00000,    0.00006,    0.00000,    0.02900,   -1.57080,    0.00000,    0.85097,    0.00002,    0.00000,   -1.44225,   -1.57083,    0.00000,    0.08173,   -0.00005,    0.00000,   -0.08186,    0.00002,    0.00000,   -0.15259
  10.33355,    0.00000,    0.00005,    0.00000,    0.00000,   -1.57078,    0.00000,    0.88031,    0.00001,    0.00000,   -1.11381,   -1.57082,    0.00000,    0.09705,   -0.00002,    0.00000,   -0.10232,    0.00002,    0.00000,   -0.13733
  10.33455,    0.00000,    0.00004,    0.00000,    0.00000,   -1.57077,    0.00000,    0.90965,    0.00010,    0.00000,   -1.29945,   -1.57083,    0.00000,    0.09705,   -0.00005,    0.00000,   -0.09720,    0.00000,    0.00000,   -0.13733
  10.33555,    0.00000,    0.00002,    0.00000,    0.02900,   -1.57080,    0.00000,    0.88031,    0.00002,    0.00000,   -1.27089,   -1.57081,    0.00000,    0.08683,   -0.00005,    0.00000,   -0.10232,   -0.00002,    0.00000,   -0.13225
  10.33655,    0.00000,    0.00006,    0.00000,    0.00000,   -1.57080,    0.00000,    0.85097,    0.00006,    0.00000,   -1.38513,   -1.57084,    0.00000,    0.10216,   -0.00001,    0.00000,   -0.07674,    0.00000,    0.00000,   -0.15259
  10.33755,    0.00000,    0.00002,    0.00000,   -0.02900,   -1.57081,    0.00000,    0.85097,    0.00005,    0.00000,   -1.28517,   -1.57086,    0.00000,    0.09194,   -0.00006,    0.00000,   -0.10232,   -0.00001,    0.00000,   -0.14751
  10.33855,    0.00000,    0.00005,    0.00000,   -0.02900,   -1.57078,    0.00000,    0.88031,    0.00005,    0.00000,   -1.37085,   -1.57084,    0.00000,    0.11748,   -0.00004,    0.00000,   -0.06139,   -0.00004,    0.00000,   -0.12207
  10.33955,    0.00000,    0.00001,    0.00000,    0.02900,   -1.57081,    0.00000,    0.90965,    0.00004,    0.00000,   -1.34229,   -1.57083,    0.00000,    0.09705,   -0.00002,    0.00000,   -0.12279,    0.00000,    0.00000,   -0.16276
  10.34055,    0.00000,    0.00002,    0.00000,    0.02900,   -1.57082,    0.00000,    0.90965,    0.00005,    0.00000,   -1.34229,   -1.57083,    0.00000,    0.12770,   -0.00005,    0.00000,   -0.04604,   -0.00002,    0.00000,   -0.13225
  10.34155,    0.00000,    0.00001,    0.00000,   -0.05801,   -1.57080,    0.00000,    0.88031,    0.00004,    0.00000,   -1.48509,   -1.57086,    0.00000,    0.10216,   -0.00004,    0.00000,   -0.07674,    0.00001,    0.00000,   -0.16785
  10.34255,    0.00000,    0.00001,    0.00000,    0.00000,   -1.57081,    0.00000,    0.79228,    0.00004,    0.00000,   -1.38513,   -1.57082,    0.00000,    0.09705,   -0.00006,    0.00000,   -0.05628,    0.00000,    0.00000,   -0.12716
  10.34355,    0.00000,    0.00002,    0.00000,   -0.02900,   -1.57082,    0.00000,    0.90965,    0.00000,    0.00000,   -1.28517,   -1.57081,    0.00000,    0.10727,   -0.00006,    0.00000,   -0.12790,    0.00000,    0.00000,   -0.17294
  10.34455,    0.00000,    0.00002,    0.00000,   -0.02900,   -1.57078,    0.00000,    0.90965,    0.00002,    0.00000,   -1.29945,   -1.57083,    0.00000,    0.10216,   -0.00006,    0.00000,   -0.07674,   -0.00001,    0.00000,   -0.14242
  10.34555,    0.00000,    0.00004,    0.00000,    0.00000,   -1.57084,    0.00000,    0.90965,    0.00000,    0.00000,   -1.37085,   -1.57082,    0.00000,    0.12770,   -0.00005,    0.00000,   -0.10744,   -0.00002,    0.00000,   -0.12207
  10.34655,    0.00000,    0.00001,    0.00000,    0.00000,   -1.57078,    0.00000,    0.88031,    0.00001,    0.00000,   -1.29945,   -1.57084,    0.00000,    0.10216,   -0.00005,    0.00000,   -0.07163,    0.00000,    0.00000,   -0.16785
  10.34755,    0.00000,    0.00001,    0.00000,   -0.05801,   -1.57076,    0.00000,    0.88031,    0.00002,    0.00000,   -1.67072,   -1.57082,    0.00000,    0.07662,   -0.00006,    0.00000,   -0.08186,   -0.00001,    0.00000,   -0.13733
  10.34855,    0.00000,    0.00001,    0.00000,    0.02900,   -1.57082,    0.00000,    0.88031,    0.00010,    0.00000,   -1.27089,   -1.57084,    0.00000,    0.07662,   -0.00002,    0.00000,   -0.10744,    0.00000,    0.00000,   -0.13733
  10.34955,    0.00000,    0.00001,    0.00000,    0.00000,   -1.57080,    0.00000,    0.82162,    0.00006,    0.00000,   -1.67072,   -1.57083,    0.00000,    0.10727,   -0.00005,    0.00000,   -0.06651,    0.00001,    0.00000,   -0.13733
  10.35055,    0.00000,    0.00005,    0.00000,   -0.05801,   -1.57081,    0.00000,    0.93900,    0.00004,    0.00000,   -1.59932,   -1.57087,    0.00000,    0.09705,   -0.00006,    0.00000,   -0.10232,    0.00000,    0.00000,   -0.12207
  10.35155,    0.00000,    0.00006,    0.00000,    0.02900,   -1.57077,    0.00000,    0.88031,    0.00006,    0.00000,   -1.18521,   -1.57087,    0.00000,    0.13280,   -0.00006,    0.00000,   -0.12790,   -0.00001,    0.00000,   -0.13733
  10.35255,    0.00000,    0.00005,    0.00000,    0.00000,   -1.57084,    0.00000,    0.90965,    0.00002,    0.00000,   -1.28517,   -1.57083,    0.00000,    0.10727,   -0.00001,    0.00000,   -0.06139,   -0.00001,    0.00000,   -0.13733
  10.35355,    0.00000,    0.00004,    0.00000,    0.05801,   -1.57081,    0.00000,    0.90965,    0.00007,    0.00000,   -1.47081,   -1.57084,    0.00000,    0.08173,   -0.00004,    0.00000,   -0.07163,    0.00002,    0.00000,   -0.15259
  10.35455,    0.00000,    0.00004,    0.00000,   -0.02900,   -1.57082,    0.00000,    0.88031,    0.00005,    0.00000,   -1.41369,   -1.57084,    0.00000,    0.10727,   -0.00006,    0.00000,   -0.07674,    0.00000,    0.00000,   -0.15768
  10.35555,    0.00000,    0.00004,    0.00000,   -0.02900,   -1.57081,    0.00000,    0.82162,    0.00002,    0.00000,   -1.22805,   -1.57081,    0.00000,    0.08683,   -0.00004,    0.00000,   -0.07674,    0.00000,    0.00000,   -0.13733
  10.35655,    0.00000,    0.00005,    0.00000,    0.00000,   -1.57080,    0.00000,    0.96834,    0.00001,    0.00000,   -1.48509,   -1.57081,    0.00000,    0.07662,   -0.00004,    0.00000,   -0.06139,    0.00000,    0.00000,   -0.13225
  10.35756,    0.00000,    0.00004,    0.00000,    0.05801,   -1.57080,    0.00000,    0.88031,    0.00001,    0.00000,   -1.38513,   -1.57084,    0.00000,    0.11748,   -0.00002,    0.00000,   -0.07163,   -0.00002,    0.00000,   -0.16276
  10.35856,    0.00000,    0.00004,    0.00000,   -0.02900,   -1.57081,    0.00000,    0.93900,    0.00002,    0.00000,   -0.98530,   -1.57083,    0.00000,    0.11748,   -0.00004,    0.00000,   -0.06651,   -0.00002,    0.00000,   -0.11699
  10.35956,    0.00000,    0.00006,    0.00000,    0.02900,   -1.57082,    0.00000,    0.93900,    0.00002,    0.00000,   -1.45652,   -1.57084,    0.00000,    0.11748,   -0.00005,    0.00000,   -0.06651,   -0.00002,    0.00000,   -0.20346
