     t     ,   ref   ,   pj0    ,    vj0    ,    tj0    ,    pj1    ,    vj1    ,    tj1    ,    pj2    ,    vj2    ,    tj2    ,    pj3    ,    vj3    ,    tj3    ,    pj4    ,    vj4    ,    tj4    ,    pj5    ,    vj5    ,    tj5    
   3.42793,    0.00000,    0.00002,    0.00000,    0.08701,   -1.57078,    0.00000,    0.90965,    0.00008,    0.00000,   -1.27089,   -1.57081,    0.00000,    0.10216,   -0.00002,    0.00000,   -0.04604,   -0.00004,    0.00000,   -0.13733
   3.42893,    0.00000,    0.00002,    0.00000,    0.08701,   -1.57078,    0.00000,    0.90965,    0.00001,    0.00000,   -1.61360,   -1.57084,    0.00000,    0.09194,   -0.00007,    0.00000,   -0.07163,    0.00000,    0.00000,   -0.12716
   3.42993,    0.00000,    0.00002,    0.00000,   -0.05801,   -1.57080,    0.00000,    0.88031,    0.00004,    0.00000,   -1.37085,   -1.57082,    0.00000,    0.10216,   -0.00002,    0.00000,   -0.09720,    0.00001,    0.00000,   -0.15768
   3.43093,    0.00000,    0.00000,    0.00000,    0.02900,   -1.57084,    0.00000,    0.88031,    0.00000,    0.00000,   -1.42797,   -1.57082,    0.00000,    0.10216,   -0.00002,    0.00000,   -0.08697,   -0.00002,    0.00000,   -0.14242
   3.43193,    0.00000,    0.00005,    0.00000,   -0.05801,   -1.57083,    0.00000,    0.88031,    0.00001,    0.00000,   -1.45652,   -1.57083,    0.00000,    0.11748,   -0.00007,    0.00000,   -0.09720,   -0.00002,    0.00000,   -0.13733
   3.43293,    0.00000,    0.00004,    0.00000,   -0.05801,   -1.57078,    0.00000,    0.79228,    0.00005,    0.00000,   -1.32801,   -1.57083,    0.00000,    0.12259,   -0.00002,    0.00000,   -0.09209,    0.00000,    0.00000,   -0.13225
   3.43393,    0.00000,    0.00000,    0.00000,   -0.08701,   -1.57081,    0.00000,    0.90965,    0.00002,    0.00000,   -1.52792,   -1.57086,    0.00000,    0.08683,   -0.00002,    0.00000,   -0.05628,    0.00000,    0.00000,   -0.11190
   3.43493,    0.00000,    0.00005,    0.00000,    0.00000,   -1.57080,    0.00000,    0.88031,    0.00006,    0.00000,   -1.27089,   -1.57081,    0.00000,    0.08683,   -0.00007,    0.00000,   -0.11255,    0.00000,    0.00000,   -0.09664
   3.43593,    0.00000,    0.00004,    0.00000,    0.02900,   -1.57083,    0.00000,    0.88031,    0.00002,    0.00000,   -1.44225,   -1.57080,    0.00000,    0.10216,   -0.00004,    0.00000,   -0.09209,    0.00001,    0.00000,   -0.15259
   3.43693,    0.00000,    0.00005,    0.00000,    0.02900,   -1.57080,    0.00000,    0.90965,    0.00005,    0.00000,   -1.49936,   -1.57083,    0.00000,    0.09705,   -0.00004,    0.00000,   -0.10744,    0.00001,    0.00000,   -0.16276
   3.43793,    0.00000,    0.00002,    0.00000,   -0.02900,   -1.57083,    0.00000,    0.79228,    0.00002,    0.00000,   -1.39941,   -1.57082,    0.00000,    0.08173,   -0.00007,    0.00000,   -0.08186,    0.00000,    0.00000,   -0.16276
   3.43893,    0.00000,    0.00006,    0.00000,   -0.02900,   -1.57087,    0.00000,    0.90965,    0.00004,    0.00000,   -1.41369,   -1.57080,    0.00000,    0.12770,   -0.00002,    0.00000,   -0.08697,    0.00000,    0.00000,   -0.15259
   3.43993,    0.00000,    0.00002,    0.00000,    0.05801,   -1.57082,    0.00000,    0.90965,    0.00007,    0.00000,   -1.47081,   -1.57084,    0.00000,    0.09705,   -0.00005,    0.00000,   -0.08697,    0.00001,    0.00000,   -0.13225
   3.44093,    0.00000,    0.00004,    0.00000,   -0.02900,   -1.57078,    0.00000,    0.88031,    0.00004,    0.00000,   -1.18521,   -1.57084,    0.00000,    0.13280,   -0.00005,    0.00000,   -0.07163,   -0.00001,    0.00000,   -0.16276
   3.44193,    0.00000,    0.00005,    0.00000,   -0.02900,   -1.57082,    0.00000,    0.93900,    0.00004,    0.00000,   -1.44225,   -1.57084,    0.00000,    0.10727,   -0.00005,    0.00000,   -0.07163,   -0.00001,    0.00000,   -0.15259
   3.44293,    0.00000,    0.00004,    0.00000,    0.02900,   -1.57082,    0.00000,    0.96834,    0.00002,    0.00000,   -1.27089,   -1.57083,    0.00000,    0.09705,   -0.00005,    0.00000,   -0.07674,    0.00000,    0.00000,   -0.15768
   3.44393,    0.00000,    0.00002,    0.00000,   -0.08701,   -1.57080,    0.00000,    0.82162,    0.00005,    0.00000,   -1.48509,   -1.57083,    0.00000,    0.11748,   -0.00002,    0.00000,   -0.07163,   -0.00002,    0.00000,   -0.14751
   3.44493,    0.00000,    0.00007,    0.00000,    0.02900,   -1.57084,    0.00000,    0.88031,    0.00005,    0.00000,   -1.38513,   -1.57083,    0.00000,    0.08173,   -0.00005,    0.00000,   -0.09209,   -0.00002,    0.00000,   -0.12207
   3.44593,    0.00000,    0.00002,    0.00000,    0.02900,   -1.57081,    0.00000,    0.76293,    0.00004,    0.00000,   -1.34229,   -1.57084,    0.00000,    0.08173,   -0.00002,    0.00000,   -0.08697,    0.00000,    0.00000,   -0.15259
   3.44693,    0.00000,    0.00005,    0.00000,    0.00000,   -1.57080,    0.00000,    0.82162,    0.00007,    0.00000,   -1.54220,   -1.57081,    0.00000,    0.12259,    0.00000,    0.00000,   -0.10744,   -0.00002,    0.00000,   -0.13733
   3.44793,    0.00000,    0.00005,    0.00000,    0.05801,   -1.57082,    0.00000,    0.82162,    0.00002,    0.00000,   -1.29945,   -1.57086,    0.00000,    0.10216,   -0.00002,    0.00000,   -0.06139,   -0.00001,    0.00000,   -0.12716
   3.44893,    0.00000,    0.00002,    0.00000,   -0.02900,   -1.57080,    0.00000,    0.88031,    0.00004,    0.00000,   -1.11381,   -1.57083,    0.00000,    0.11748,   -0.00006,    0.00000,   -0.06651,   -0.00001,    0.00000,   -0.11190
   3.44993,    0.00000,    0.00001,    0.00000,   -0.02900,   -1.57076,    0.00000,    0.90965,    0.00002,    0.00000,   -1.22805,   -1.57083,    0.00000,    0.11237,   -0.00007,    0.00000,   -0.09209,    0.00000,    0.00000,   -0.16785
   3.45093,    0.00000,    0.00001,    0.00000,    0.02900,   -1.57078,    0.00000,    0.88031,    0.00002,    0.00000,   -1.38513,   -1.57084,    0.00000,    0.11748,   -0.00006,    0.00000,   -0.06139,   -0.00001,    0.00000,   -0.13225
   3.45193,    0.00000,    0.00001,    0.00000,    0.11602,   -1.57083,    0.00000,    0.85097,    0.00002,    0.00000,   -1.62788,   -1.57081,    0.00000,    0.10727,   -0.00004,    0.00000,   -0.10232,   -0.00001,    0.00000,   -0.14751
   3.45293,    0.00000,    0.00001,    0.00000,    0.00000,   -1.57081,    0.00000,    0.85097,    0.00006,    0.00000,   -1.24233,   -1.57087,    0.00000,    0.10727,   -0.00007,    0.00000,   -0.07163,    0.00001,    0.00000,   -0.12716
   3.45393,    0.00000,    0.00007,    0.00000,    0.02900,   -1.57081,    0.00000,    0.90965,    0.00004,    0.00000,   -1.54220,   -1.57083,    0.00000,    0.09705,   -0.00006,    0.00000,   -0.04093,    0.00000,    0.00000,   -0.12716
   3.45493,    0.00000,    0.00001,    0.00000,    0.00000,   -1.57077,    0.00000,    0.85097,    0.00001,    0.00000,   -1.49936,   -1.57082,    0.00000,    0.12259,   -0.00002,    0.00000,   -0.08186,   -0.00001,    0.00000,   -0.14242
   3.45593,    0.00000,    0.00004,    0.00000,    0.02900,   -1.57078,    0.00000,    0.82162,    0.00011,    0.00000,   -1.41369,   -1.57083,    0.00000,    0.09705,   -0.00006,    0.00000,   -0.06139,    0.00000,    0.00000,   -0.14751
   3.45693,    0.00000,    0.00002,    0.00000,   -0.02900,   -1.57080,    0.00000,    0.79228,    0.00004,    0.00000,   -1.49936,   -1.57081,    0.00000,    0.08683,   -0.00005,    0.00000,   -0.06139,    0.00000,    0.00000,   -0.12207
   3.45793,    0.00000,    0.00005,    0.00000,    0.08701,   -1.57083,    0.00000,    0.90965,    0.00001,    0.00000,   -1.48509,   -1.57083,    0.00000,    0.12770,   -0.00004,    0.00000,   -0.08186,    0.00000,    0.00000,   -0.13225
   3.45893,    0.00000,    0.00005,    0.00000,   -0.02900,   -1.57080,    0.00000,    0.82162,    0.00002,    0.00000,   -1.78496,   -1.57083,    0.00000,    0.10727,   -0.00004,    0.00000,   -0.07674,    0.00000,    0.00000,   -0.14242
   3.45993,    0.00000,    0.00000,    0.00000,    0.00000,   -1.57083,    0.00000,    0.93900,    0.00008,    0.00000,   -1.01386,   -1.57083,    0.00000,    0.11237,   -0.00005,    0.00000,   -0.11255,   -0.00001,    0.00000,   -0.13733
   3.46093,    0.00000,    0.00002,    0.00000,    0.08701,   -1.57081,    0.00000,    0.79228,    0.00006,    0.00000,   -1.12809,   -1.57083,    0.00000,    0.10727,   -0.00006,    0.00000,   -0.08186,    0.00000,    0.00000,   -0.11699
   3.46193,    0.00000,    0.00002,    0.00000,    0.02900,   -1.57080,    0.00000,    0.93900,    0.00004,    0.00000,   -1.05670,   -1.57081,    0.00000,    0.09705,   -0.00005,    0.00000,   -0.05116,    0.00000,    0.00000,   -0.15259
   3.46293,    0.00000,    0.00002,    0.00000,   -0.05801,   -1.57082,    0.00000,    0.90965,    0.00004,    0.00000,   -1.31373,   -1.57086,    0.00000,    0.09705,   -0.00005,    0.00000,   -0.06651,   -0.00002,    0.00000,   -0.15259
   3.46393,    0.00000,    0.00002,    0.00000,    0.02900,   -1.57081,    0.00000,    0.82162,    0.00001,    0.00000,   -1.68500,   -1.57086,    0.00000,    0.10216,   -0.00004,    0.00000,   -0.08186,    0.00000,    0.00000,   -0.12716
   3.46493,    0.00000,    0.00002,    0.00000,    0.00000,   -1.57081,    0.00000,    0.82162,    0.00004,    0.00000,   -1.45652,   -1.57084,    0.00000,    0.12770,   -0.00002,    0.00000,   -0.05628,    0.00000,    0.00000,   -0.17294
   3.46593,    0.00000,    0.00001,    0.00000,    0.02900,   -1.57080,    0.00000,    0.85097,    0.00004,    0.00000,   -1.32801,   -1.57081,    0.00000,    0.12770,   -0.00004,    0.00000,   -0.04093,    0.00000,    0.00000,   -0.15768
   3.46693,    0.00000,    0.00007,    0.00000,   -0.02900,   -1.57078,    0.00000,    0.85097,    0.00004,    0.00000,   -1.42797,   -1.57081,    0.00000,    0.09705,   -0.00004,    0.00000,   -0.10232,   -0.00001,    0.00000,   -0.14242
   3.46793,    0.00000,    0.00004,    0.00000,    0.00000,   -1.57080,    0.00000,    0.82162,    0.00004,    0.00000,   -1.61360,   -1.57083,    0.00000,    0.08683,   -0.00005,    0.00000,   -0.09209,    0.00001,    0.00000,   -0.12207
   3.46893,    0.00000,    0.00001,    0.00000,    0.00000,   -1.57084,    0.00000,    0.88031,    0.00002,    0.00000,   -1.32801,   -1.57084,    0.00000,    0.07662,   -0.00006,    0.00000,   -0.07674,    0.00000,    0.00000,   -0.15768
   3.46993,    0.00000,    0.00000,    0.00000,    0.08701,   -1.57078,    0.00000,    0.85097,    0.00000,    0.00000,   -1.38513,   -1.57084,    0.00000,    0.11748,   -0.00002,    0.00000,   -0.08697,    0.00002,    0.00000,   -0.14751
   3.47093,    0.00000,    0.00000,    0.00000,   -0.02900,   -1.57080,    0.00000,    0.90965,    0.00002,    0.00000,   -1.61360,   -1.57083,    0.00000,    0.10216,   -0.00005,    0.00000,   -0.09720,    0.00001,    0.00000,   -0.14751
   3.47193,    0.00000,    0.00002,    0.00000,    0.00000,   -1.57080,    0.00000,    0.93900,    0.00001,    0.00000,   -1.47081,   -1.57083,    0.00000,    0.06640,   -0.00006,    0.00000,   -0.07674,    0.00000,    0.00000,   -0.14242
   3.47293,    0.00000,    0.00001,    0.00000,   -0.08701,   -1.57081,    0.00000,    0.82162,    0.00002,    0.00000,   -1.28517,   -1.57083,    0.00000,    0.13280,   -0.00004,    0.00000,   -0.07674,    0.00001,    0.00000,   -0.15259
   3.47393,    0.00000,    0.00000,    0.00000,    0.02900,   -1.57081,    0.00000,    0.85097,    0.00005,    0.00000,   -1.45652,   -1.57083,    0.00000,    0.10727,   -0.00005,    0.00000,   -0.10744,   -0.00001,    0.00000,   -0.16276
   3.47493,    0.00000,    0.00004,    0.00000,    0.02900,   -1.57077,    0.00000,    0.85097,    0.00004,    0.00000,   -1.21377,   -1.57083,    0.00000,    0.09194,   -0.00005,    0.00000,   -0.06651,    0.00001,    0.00000,   -0.14242
   3.47593,    0.00000,    0.00001,    0.00000,   -0.02900,   -1.57077,    0.00000,    0.85097,    0.00001,    0.00000,   -1.35657,   -1.57081,    0.00000,    0.07151,   -0.00006,    0.00000,   -0.10232,   -0.00001,    0.00000,   -0.15259
   3.47693,    0.00000,    0.00004,    0.00000,   -0.02900,   -1.57081,    0.00000,    0.82162,    0.00006,    0.00000,   -1.49936,   -1.57081,    0.00000,    0.12770,   -0.00002,    0.00000,   -0.09209,    0.00000,    0.00000,   -0.12716
   3.47793,    0.00000,    0.00005,    0.00000,    0.05801,   -1.57082,    0.00000,    0.85097,    0.00001,    0.00000,   -1.54220,   -1.57081,    0.00000,    0.11748,   -0.00005,    0.00000,   -0.05628,    0.00002,    0.00000,   -0.12207
   3.47893,    0.00000,    0.00004,    0.00000,    0.00000,   -1.57081,    0.00000,    0.82162,    0.00001,    0.00000,   -1.32801,   -1.57082,    0.00000,    0.11748,   -0.00006,    0.00000,   -0.05628,    0.00002,    0.00000,   -0.14242
   3.47993,    0.00000,    0.00001,    0.00000,   -0.05801,   -1.57080,    0.00000,    0.88031,    0.00002,    0.00000,   -1.51364,   -1.57081,    0.00000,    0.10216,   -0.00006,    0.00000,   -0.12279,    0.00001,    0.00000,   -0.14242
   3.48093,    0.00000,    0.00006,    0.00000,    0.05801,   -1.57078,    0.00000,    0.82162,    0.00004,    0.00000,   -1.15665,   -1.57084,    0.00000,    0.10727,   -0.00004,    0.00000,   -0.09720,    0.00000,    0.00000,   -0.15259
   3.48193,    0.00000,    0.00001,    0.00000,    0.02900,   -1.57078,    0.00000,    0.88031,    0.00005,    0.00000,   -1.47081,   -1.57083,    0.00000,    0.09705,   -0.00006,    0.00000,   -0.09209,   -0.00001,    0.00000,   -0.15768
   3.48293,    0.00000,    0.00002,    0.00000,   -0.02900,   -1.57081,    0.00000,    0.88031,    0.00001,    0.00000,   -1.42797,   -1.57083,    0.00000,    0.11748,   -0.00006,    0.00000,   -0.08697,    0.00000,    0.00000,   -0.14242
   3.48393,    0.00000,    0.00001,    0.00000,    0.00000,   -1.57077,    0.00000,    0.85097,    0.00005,    0.00000,   -1.28517,   -1.57082,    0.00000,    0.12259,   -0.00004,    0.00000,   -0.06651,    0.00001,    0.00000,   -0.13733
   3.48493,    0.00000,    0.00004,    0.00000,   -0.02900,   -1.57081,    0.00000,    0.96834,    0.00006,    0.00000,   -1.28517,   -1.57081,    0.00000,    0.08173,   -0.00005,    0.00000,   -0.07674,    0.00002,    0.00000,   -0.13733
   3.48593,    0.00000,    0.00001,    0.00000,   -0.05801,   -1.57081,    0.00000,    0.85097,    0.00005,    0.00000,   -1.08526,   -1.57083,    0.00000,    0.09705,   -0.00004,    0.00000,   -0.05628,    0.00000,    0.00000,   -0.14242
   3.48693,    0.00000,   -0.00002,    0.00000,   -0.08701,   -1.57084,    0.00000,    0.90965,    0.00005,    0.00000,   -1.62788,   -1.57082,    0.00000,    0.12259,   -0.00004,    0.00000,   -0.06651,   -0.00004,    0.00000,   -0.14242
   3.48793,    0.00000,    0.00006,    0.00000,    0.05801,   -1.57077,    0.00000,    0.88031,    0.00005,    0.00000,   -1.24233,   -1.57084,    0.00000,    0.11237,   -0.00006,    0.00000,   -0.08186,    0.00001,    0.00000,   -0.15768
   3.48893,    0.00000,    0.00002,    0.00000,    0.00000,   -1.57078,    0.00000,    0.93900,    0.00001,    0.00000,   -1.55648,   -1.57084,    0.00000,    0.10216,   -0.00010,    0.00000,   -0.07674,   -0.00001,    0.00000,   -0.13225
   3.48993,    0.00000,    0.00006,    0.00000,    0.02900,   -1.57080,    0.00000,    0.85097,    0.00008,    0.00000,   -1.24233,   -1.57083,    0.00000,    0.11237,   -0.00002,    0.00000,   -0.07674,    0.00000,    0.00000,   -0.13225
   3.49093,    0.00000,    0.00004,    0.00000,    0.02900,   -1.57081,    0.00000,    0.90965,    0.00005,    0.00000,   -1.49936,   -1.57084,    0.00000,    0.08683,   -0.00007,    0.00000,   -0.10232,    0.00001,    0.00000,   -0.12716
   3.49193,    0.00000,    0.00004,    0.00000,   -0.02900,   -1.57083,    0.00000,    0.82162,    0.00006,    0.00000,   -1.38513,   -1.57087,    0.00000,    0.13280,   -0.00005,    0.00000,   -0.09720,    0.00002,    0.00000,   -0.14751
   3.49293,    0.00000,    0.00001,    0.00000,    0.00000,   -1.57081,    0.00000,    0.93900,    0.00004,    0.00000,   -1.25661,   -1.57082,    0.00000,    0.10216,   -0.00006,    0.00000,   -0.08186,    0.00000,    0.00000,   -0.16785
   3.49393,    0.00000,    0.00001,    0.00000,    0.00000,   -1.57081,    0.00000,    0.79228,    0.00004,    0.00000,   -1.37085,   -1.57082,    0.00000,    0.09705,   -0.00005,    0.00000,   -0.07674,    0.00001,    0.00000,   -0.14242
   3.49493,    0.00000,    0.00000,    0.00000,    0.05801,   -1.57080,    0.00000,    0.85097,    0.00000,    0.00000,   -1.34229,   -1.57083,    0.00000,    0.09705,   -0.00005,    0.00000,   -0.06651,   -0.00001,    0.00000,   -0.13733
   3.49593,    0.00000,    0.00001,    0.00000,    0.02900,   -1.57080,    0.00000,    0.88031,    0.00005,    0.00000,   -1.55648,   -1.57083,    0.00000,    0.10216,   -0.00005,    0.00000,   -0.08186,    0.00002,    0.00000,   -0.14242
   3.49693,    0.00000,    0.00001,    0.00000,   -0.02900,   -1.57082,    0.00000,    0.88031,    0.00000,    0.00000,   -1.08526,   -1.57084,    0.00000,    0.13280,   -0.00002,    0.00000,   -0.08186,    0.00001,    0.00000,   -0.16785
   3.49793,    0.00000,    0.00005,    0.00000,    0.02900,   -1.57081,    0.00000,    0.90965,    0.00001,    0.00000,   -1.69928,   -1.57082,    0.00000,    0.08683,   -0.00006,    0.00000,   -0.05628,   -0.00001,    0.00000,   -0.11699
   3.49893,    0.00000,    0.00002,    0.00000,   -0.02900,   -1.57081,    0.00000,    0.88031,    0.00001,    0.00000,   -1.59932,   -1.57087,    0.00000,    0.09194,   -0.00004,    0.00000,   -0.08186,    0.00000,    0.00000,   -0.15768
   3.49993,    0.00000,    0.00005,    0.00000,   -0.02900,   -1.57077,    0.00000,    0.88031,    0.00002,    0.00000,   -1.54220,   -1.57083,    0.00000,    0.13791,   -0.00007,    0.00000,   -0.09209,    0.00000,    0.00000,   -0.14242
   3.50093,    0.00000,    0.00004,    0.00000,    0.00000,   -1.57082,    0.00000,    0.85097,    0.00007,    0.00000,   -1.29945,   -1.57087,    0.00000,    0.09705,   -0.00006,    0.00000,   -0.08186,   -0.00001,    0.00000,   -0.11190
   3.50193,    0.00000,    0.00002,    0.00000,    0.00000,   -1.57083,    0.00000,    0.93900,    0.00002,    0.00000,   -1.65644,   -1.57082,    0.00000,    0.10216,   -0.00002,    0.00000,   -0.07163,   -0.00001,    0.00000,   -0.15768
   3.50293,    0.00000,    0.00004,    0.00000,    0.00000,   -1.57080,    0.00000,    0.93900,    0.00002,    0.00000,   -1.21377,   -1.57083,    0.00000,    0.09194,   -0.00002,    0.00000,   -0.11255,    0.00001,    0.00000,   -0.15768
   3.50393,    0.00000,    0.00002,    0.00000,   -0.02900,   -1.57080,    0.00000,    0.88031,    0.00010,    0.00000,   -1.28517,   -1.57084,    0.00000,    0.09194,   -0.00007,    0.00000,   -0.07674,   -0.00001,    0.00000,   -0.14751
   3.50493,    0.00000,    0.00005,    0.00000,    0.02900,   -1.57080,    0.00000,    0.85097,    0.00005,    0.00000,   -1.52792,   -1.57083,    0.00000,    0.13280,   -0.00001,    0.00000,   -0.09209,    0.00000,    0.00000,   -0.15768
   3.50593,    0.00000,   -0.00002,    0.00000,   -0.02900,   -1.57083,    0.00000,    0.88031,    0.00001,    0.00000,   -1.31373,   -1.57082,    0.00000,    0.10727,   -0.00005,    0.00000,   -0.11255,   -0.00002,    0.00000,   -0.12716
   3.50693,    0.00000,    0.00004,    0.00000,    0.00000,   -1.57081,    0.00000,    0.90965,    0.00005,    0.00000,   -1.28517,   -1.57086,    0.00000,    0.07662,   -0.00002,    0.00000,   -0.10744,   -0.00004,    0.00000,   -0.16276
   3.50793,    0.00000,    0.00004,    0.00000,   -0.02900,   -1.57082,    0.00000,    0.82162,    0.00008,    0.00000,   -1.38513,   -1.57080,    0.00000,    0.14302,   -0.00008,    0.00000,   -0.08186,    0.00002,    0.00000,   -0.15768
   3.50893,    0.00000,    0.00002,    0.00000,    0.08701,   -1.57078,    0.00000,    0.99769,    0.00006,    0.00000,   -1.22805,   -1.57082,    0.00000,    0.14813,   -0.00004,    0.00000,   -0.05116,    0.00002,    0.00000,   -0.12716
   3.50993,    0.00000,    0.00005,    0.00000,   -0.02900,   -1.57077,    0.00000,    0.90965,    0.00006,    0.00000,   -1.37085,   -1.57082,    0.00000,    0.09705,   -0.00005,    0.00000,   -0.07674,   -0.00004,    0.00000,   -0.15259
   3.51093,    0.00000,    0.00004,    0.00000,   -0.02900,   -1.57081,    0.00000,    0.88031,    0.00005,    0.00000,   -1.08526,   -1.57082,    0.00000,    0.10216,   -0.00002,    0.00000,   -0.06651,    0.00002,    0.00000,   -0.15768
   3.51193,    0.00000,    0.00005,    0.00000,   -0.05801,   -1.57082,    0.00000,    0.88031,    0.00002,    0.00000,   -1.37085,   -1.57084,    0.00000,    0.13791,   -0.00006,    0.00000,   -0.07674,    0.00001,    0.00000,   -0.13733
   3.51293,    0.00000,    0.00001,    0.00000,   -0.05801,   -1.57082,    0.00000,    0.85097,    0.00007,    0.00000,   -1.47081,   -1.57083,    0.00000,    0.08683,   -0.00005,    0.00000,   -0.10744,    0.00000,    0.00000,   -0.11699
   3.51393,    0.00000,    0.00004,    0.00000,    0.02900,   -1.57078,    0.00000,    0.85097,    0.00007,    0.00000,   -1.09953,   -1.57083,    0.00000,    0.09194,   -0.00004,    0.00000,   -0.06651,   -0.00001,    0.00000,   -0.10681
   3.51493,    0.00000,    0.00002,    0.00000,   -0.02900,   -1.57080,    0.00000,    0.90965,    0.00004,    0.00000,   -1.58504,   -1.57081,    0.00000,    0.12259,   -0.00002,    0.00000,   -0.07674,    0.00001,    0.00000,   -0.16276
   3.51593,    0.00000,    0.00004,    0.00000,    0.00000,   -1.57080,    0.00000,    0.85097,    0.00005,    0.00000,   -1.37085,   -1.57084,    0.00000,    0.08683,   -0.00005,    0.00000,   -0.09720,    0.00001,    0.00000,   -0.11699
   3.51693,    0.00000,    0.00002,    0.00000,    0.08701,   -1.57081,    0.00000,    0.88031,    0.00006,    0.00000,   -1.29945,   -1.57083,    0.00000,    0.13280,   -0.00006,    0.00000,   -0.08697,   -0.00001,    0.00000,   -0.16276
   3.51793,    0.00000,    0.00006,    0.00000,    0.00000,   -1.57078,    0.00000,    0.90965,    0.00006,    0.00000,   -1.48509,   -1.57081,    0.00000,    0.10727,   -0.00005,    0.00000,   -0.05116,   -0.00001,    0.00000,   -0.16276
   3.51893,    0.00000,    0.00001,    0.00000,    0.00000,   -1.57081,    0.00000,    0.76293,    0.00004,    0.00000,   -1.77068,   -1.57083,    0.00000,    0.10216,   -0.00001,    0.00000,   -0.05116,    0.00001,    0.00000,   -0.13225
   3.51993,    0.00000,    0.00005,    0.00000,    0.00000,   -1.57081,    0.00000,    0.88031,    0.00005,    0.00000,   -1.67072,   -1.57083,    0.00000,    0.10216,   -0.00006,    0.00000,   -0.08186,    0.00000,    0.00000,   -0.13733
   3.52093,    0.00000,    0.00004,    0.00000,    0.02900,   -1.57081,    0.00000,    0.88031,    0.00005,    0.00000,   -1.44225,   -1.57082,    0.00000,    0.11237,   -0.00002,    0.00000,   -0.08697,   -0.00001,    0.00000,   -0.14242
   3.52193,    0.00000,    0.00004,    0.00000,    0.00000,   -1.57078,    0.00000,    0.88031,    0.00000,    0.00000,   -1.18521,   -1.57083,    0.00000,    0.11748,   -0.00002,    0.00000,   -0.10744,    0.00000,    0.00000,   -0.18820
   3.52293,    0.00000,    0.00002,    0.00000,    0.00000,   -1.57078,    0.00000,    0.85097,    0.00004,    0.00000,   -1.35657,   -1.57083,    0.00000,    0.12259,   -0.00002,    0.00000,   -0.11255,    0.00000,    0.00000,   -0.08647
   3.52393,    0.00000,    0.00005,    0.00000,    0.00000,   -1.57082,    0.00000,    0.88031,    0.00002,    0.00000,   -1.39941,   -1.57081,    0.00000,    0.08683,   -0.00006,    0.00000,   -0.10744,   -0.00004,    0.00000,   -0.14242
   3.52493,    0.00000,    0.00002,    0.00000,    0.08701,   -1.57081,    0.00000,    0.93900,    0.00005,    0.00000,   -1.39941,   -1.57083,    0.00000,    0.06640,   -0.00006,    0.00000,   -0.10232,   -0.00001,    0.00000,   -0.13225
   3.52593,    0.00000,    0.00002,    0.00000,    0.08701,   -1.57080,    0.00000,    0.90965,    0.00011,    0.00000,   -1.35657,   -1.57084,    0.00000,    0.10727,   -0.00007,    0.00000,   -0.03581,    0.00000,    0.00000,   -0.16276
   3.52693,    0.00000,    0.00004,    0.00000,    0.02900,   -1.57080,    0.00000,    0.82162,    0.00002,    0.00000,   -1.41369,   -1.57086,    0.00000,    0.10216,   -0.00004,    0.00000,   -0.08186,   -0.00004,    0.00000,   -0.12716
   3.52793,    0.00000,    0.00004,    0.00000,    0.00000,   -1.57082,    0.00000,    0.82162,    0.00000,    0.00000,   -1.39941,   -1.57084,    0.00000,    0.09705,   -0.00004,    0.00000,   -0.11255,    0.00001,    0.00000,   -0.12207
   3.52893,    0.00000,    0.00004,    0.00000,    0.00000,   -1.57083,    0.00000,    0.90965,    0.00006,    0.00000,   -1.61360,   -1.57084,    0.00000,    0.12259,   -0.00006,    0.00000,   -0.06651,   -0.00005,    0.00000,   -0.10173
   3.52993,    0.00000,    0.00000,    0.00000,   -0.02900,   -1.57082,    0.00000,    0.85097,    0.00004,    0.00000,   -1.38513,   -1.57083,    0.00000,    0.07662,   -0.00005,    0.00000,   -0.07163,   -0.00001,    0.00000,   -0.13225
   3.53093,    0.00000,    0.00001,    0.00000,   -0.02900,   -1.57078,    0.00000,    0.85097,    0.00002,    0.00000,   -1.42797,   -1.57082,    0.00000,    0.10216,   -0.00005,    0.00000,   -0.07674,   -0.00004,    0.00000,   -0.14751
   3.53193,    0.00000,    0.00005,    0.00000,    0.05801,   -1.57077,    0.00000,    0.88031,    0.00002,    0.00000,   -1.28517,   -1.57086,    0.00000,    0.11748,   -0.00004,    0.00000,   -0.08697,   -0.00001,    0.00000,   -0.16785
   3.53293,    0.00000,    0.00002,    0.00000,    0.00000,   -1.57080,    0.00000,    0.88031,    0.00002,    0.00000,   -1.27089,   -1.57083,    0.00000,    0.12259,   -0.00004,    0.00000,   -0.06651,    0.00002,    0.00000,   -0.13733
   3.53393,    0.00000,    0.00001,    0.00000,   -0.08701,   -1.57083,    0.00000,    0.85097,    0.00004,    0.00000,   -1.15665,   -1.57083,    0.00000,    0.08683,   -0.00007,    0.00000,   -0.12279,    0.00000,    0.00000,   -0.14751
   3.53493,    0.00000,    0.00000,    0.00000,   -0.08701,   -1.57081,    0.00000,    0.82162,    0.00004,    0.00000,   -1.39941,   -1.57083,    0.00000,    0.07151,   -0.00002,    0.00000,   -0.03070,    0.00000,    0.00000,   -0.11699
   3.53593,    0.00000,    0.00002,    0.00000,    0.02900,   -1.57080,    0.00000,    0.85097,    0.00007,    0.00000,   -1.09953,   -1.57084,    0.00000,    0.13791,   -0.00004,    0.00000,   -0.10744,    0.00001,    0.00000,   -0.14751
